transaction_id,user_id,amount,transaction_type,timestamp,status
1,347.0,8916.35,withdrawal,2025-01-24 14:54:38.659853,success
2,262.0,44677.68,p@yment,2024-11-25 14:54:38.659853,pending
3,536.0,20830.53,dep0sit,2024-09-12 14:54:38.659853,f@iled
4,496.0,45912.16,deposit,2024-12-14 14:54:38.659853,failed
5,489.0,27472.99,deposit,2024-10-09 14:54:38.659853,succes
6,328.0,11320.99,payment,2025-01-05 14:54:38.659853,success
7,560.0,26352.77,p@yment,2024-12-14 14:54:38.659853,f@iled
8,457.0,16293.44,dep0sit,2024-09-25 14:54:38.659853,pending
9,259.0,16478.55,p@yment,2024-11-08 14:54:38.659853,pendng
10,456.0,46840.51,deposit,2024-12-05 14:54:38.659853,f@iled
11,163.0,2865.94,withdrawal,2024-11-17 14:54:38.659853,pending
12,115.0,5178.19,p@yment,2024-11-19 14:54:38.659853,f@iled
13,120.0,46461.69,payment,2024-10-13 14:54:38.659853,failed
14,264.0,12176.7,p@yment,2024-10-09 14:54:38.659853,pending
15,285.0,10021.0,payment,2024-09-22 14:54:38.659853,failed
16,378.0,42504.26,payment,2024-11-06 14:54:38.659853,failed
17,536.0,44082.91,withdraal,2025-01-10 14:54:38.659853,failed
18,171.0,41278.93,p@yment,2024-11-06 14:54:38.659853,pendng
19,250.0,0.0,withdrawal,2025-02-09 14:54:38.659853,succes
20,432.0,29189.86,p@yment,2024-10-30 14:54:38.659853,succes
21,263.0,8197.69,deposit,,failed
22,312.0,13000.77,payment,2025-01-19 14:54:38.659853,pendng
23,199.0,46454.28,payment,,success
24,318.0,21272.98,payment,2025-01-01 14:54:38.659853,f@iled
25,444.0,28879.35,p@yment,2024-08-28 14:54:38.659853,f@iled
26,564.0,24503.16,withdraal,2024-08-19 14:54:38.659853,pending
27,551.0,43425.77,p@yment,2024-10-16 14:54:38.659853,f@iled
28,436.0,2756.87,dep0sit,2024-11-27 14:54:38.659853,failed
29,234.0,44889.77,withdrawal,2024-09-22 14:54:38.659853,pending
30,275.0,23550.0,p@yment,2024-11-03 14:54:38.659853,failed
31,147.0,33171.62,p@yment,2024-09-09 14:54:38.659853,success
32,561.0,20455.59,deposit,2024-11-27 14:54:38.659853,f@iled
33,112.0,24289.46,p@yment,2024-10-04 14:54:38.659853,pendng
34,287.0,16938.52,dep0sit,2024-10-25 14:54:38.659853,success
35,365.0,12729.27,withdrawal,2025-02-11 14:54:38.659853,pending
36,378.0,12413.42,withdraal,2024-11-26 14:54:38.659853,pending
37,294.0,49266.69,dep0sit,2024-12-20 14:54:38.659853,succes
38,403.0,45189.15,dep0sit,2024-12-12 14:54:38.659853,success
39,417.0,23553.59,p@yment,2024-10-01 14:54:38.659853,f@iled
40,594.0,46316.3,dep0sit,2024-11-24 14:54:38.659853,f@iled
41,309.0,4032.75,payment,2024-10-11 14:54:38.659853,pending
42,331.0,30079.35,dep0sit,2024-10-13 14:54:38.659853,failed
43,291.0,10724.9,withdraal,2024-12-16 14:54:38.659853,succes
44,110.0,47027.35,payment,2024-09-22 14:54:38.659853,pending
45,352.0,27232.84,withdrawal,2024-11-19 14:54:38.659853,success
46,149.0,9102.54,deposit,2024-09-02 14:54:38.659853,pendng
47,362.0,30837.71,payment,2024-08-17 14:54:38.659853,pending
48,556.0,19505.33,dep0sit,2024-11-18 14:54:38.659853,pendng
49,518.0,27281.04,dep0sit,2025-01-06 14:54:38.659853,pending
50,429.0,25000.79,withdrawal,2024-11-08 14:54:38.659853,failed
51,188.0,7672.18,p@yment,2025-01-20 14:54:38.659853,pendng
52,123.0,3776.64,withdraal,2024-09-10 14:54:38.659853,f@iled
53,572.0,15778.21,withdrawal,2024-09-23 14:54:38.659853,succes
54,574.0,45687.31,withdrawal,2024-09-26 14:54:38.659853,success
55,343.0,23336.39,p@yment,2025-01-24 14:54:38.659853,pending
56,103.0,0.0,p@yment,2024-12-17 14:54:38.659853,failed
57,105.0,8319.5,deposit,2024-10-21 14:54:38.659853,pendng
58,353.0,47713.25,payment,2024-10-04 14:54:38.659853,succes
59,263.0,7240.77,dep0sit,2025-01-05 14:54:38.659853,succes
60,582.0,43198.28,p@yment,2025-02-12 14:54:38.659853,pendng
61,101.0,5366.1,payment,2024-08-31 14:54:38.659853,f@iled
62,535.0,,p@yment,2024-11-19 14:54:38.659853,failed
63,587.0,45391.5,p@yment,2024-09-18 14:54:38.659853,succes
64,417.0,2511.91,withdraal,2024-11-02 14:54:38.659853,success
65,183.0,8995.54,payment,2024-11-09 14:54:38.659853,failed
66,520.0,22096.17,payment,2024-11-03 14:54:38.659853,f@iled
67,338.0,,p@yment,2024-11-20 14:54:38.659853,success
68,244.0,24715.17,dep0sit,2025-02-06 14:54:38.659853,success
69,228.0,14865.15,dep0sit,2024-10-10 14:54:38.659853,pendng
70,437.0,10833.66,p@yment,2024-10-25 14:54:38.659853,pending
71,197.0,26773.18,withdraal,2024-09-20 14:54:38.659853,pending
72,445.0,15266.05,payment,2024-09-07 14:54:38.659853,f@iled
73,591.0,15055.07,dep0sit,2024-12-01 14:54:38.659853,success
74,433.0,21677.07,withdrawal,2024-11-14 14:54:38.659853,pending
75,375.0,37915.31,withdrawal,2024-11-10 14:54:38.659853,succes
76,246.0,44035.62,payment,2025-01-08 14:54:38.659853,succes
77,140.0,17319.36,withdrawal,2025-02-03 14:54:38.659853,pendng
78,186.0,18234.21,payment,2024-08-31 14:54:38.659853,pendng
79,406.0,2408.45,payment,2025-02-03 14:54:38.659853,failed
80,598.0,26535.05,withdraal,2024-12-29 14:54:38.659853,pendng
81,181.0,18476.41,withdrawal,2024-08-27 14:54:38.659853,f@iled
82,227.0,12243.22,dep0sit,2025-01-17 14:54:38.659853,success
83,444.0,29822.52,payment,2024-12-27 14:54:38.659853,f@iled
84,412.0,13602.99,payment,2024-10-04 14:54:38.659853,succes
85,439.0,21647.21,payment,2024-10-13 14:54:38.659853,f@iled
86,368.0,1563.64,payment,2024-08-21 14:54:38.659853,failed
87,244.0,47122.46,withdrawal,2024-12-21 14:54:38.659853,succes
88,324.0,45128.72,withdraal,2024-12-27 14:54:38.659853,failed
89,228.0,8629.45,payment,2024-08-20 14:54:38.659853,f@iled
90,148.0,45321.14,payment,2024-11-15 14:54:38.659853,pending
91,344.0,23271.78,p@yment,2024-10-25 14:54:38.659853,succes
92,166.0,33481.91,payment,2025-01-19 14:54:38.659853,failed
93,361.0,28670.84,dep0sit,2024-08-22 14:54:38.659853,failed
94,235.0,12211.81,p@yment,2024-12-27 14:54:38.659853,pendng
95,437.0,5183.53,p@yment,2025-02-06 14:54:38.659853,failed
96,431.0,33355.39,deposit,2024-10-28 14:54:38.659853,pendng
97,430.0,23788.19,dep0sit,2024-11-04 14:54:38.659853,pending
98,129.0,42199.73,dep0sit,2025-02-03 14:54:38.659853,success
99,133.0,25424.11,payment,2025-01-09 14:54:38.659853,failed
100,425.0,47870.78,dep0sit,2025-02-06 14:54:38.659853,failed
101,224.0,44689.43,withdraal,2024-08-25 14:54:38.659853,failed
102,105.0,5330.77,payment,2024-09-28 14:54:38.659853,pendng
103,161.0,1833.28,payment,,f@iled
104,514.0,37076.0,dep0sit,2025-01-30 14:54:38.659853,failed
105,203.0,10844.53,dep0sit,2024-10-18 14:54:38.659853,failed
106,467.0,14608.29,withdraal,2024-12-06 14:54:38.659853,success
107,259.0,49670.39,withdrawal,2025-02-11 14:54:38.659853,f@iled
108,112.0,9513.53,withdrawal,2024-12-30 14:54:38.659853,succes
109,220.0,3738.14,deposit,2024-12-30 14:54:38.659853,success
110,357.0,11069.34,payment,2024-10-06 14:54:38.659853,success
111,402.0,18180.91,withdrawal,2024-10-17 14:54:38.659853,f@iled
112,205.0,24101.66,deposit,2024-09-27 14:54:38.659853,f@iled
113,476.0,31620.75,withdraal,2024-12-05 14:54:38.659853,f@iled
114,234.0,38473.27,withdraal,2025-01-09 14:54:38.659853,success
115,120.0,20433.02,withdraal,2024-11-18 14:54:38.659853,pendng
116,330.0,37543.23,deposit,2024-11-17 14:54:38.659853,pending
117,461.0,5871.3,payment,2024-09-07 14:54:38.659853,succes
118,200.0,29726.88,payment,2024-12-02 14:54:38.659853,failed
119,561.0,26438.69,withdraal,2024-09-28 14:54:38.659853,pending
120,307.0,13121.37,withdraal,2024-09-25 14:54:38.659853,succes
121,234.0,1464.28,deposit,2024-11-10 14:54:38.659853,succes
122,169.0,49983.97,deposit,2024-11-29 14:54:38.659853,pendng
123,381.0,17517.74,withdrawal,2024-11-05 14:54:38.659853,pendng
124,313.0,23351.94,withdraal,2024-10-30 14:54:38.659853,f@iled
125,175.0,26063.89,withdrawal,2025-02-06 14:54:38.659853,succes
126,114.0,27690.28,deposit,2024-09-02 14:54:38.659853,failed
127,374.0,3427.74,deposit,2024-08-27 14:54:38.659853,success
128,148.0,24777.28,payment,2024-09-11 14:54:38.659853,pending
129,282.0,29512.14,p@yment,2024-10-12 14:54:38.659853,success
130,215.0,26975.41,p@yment,2024-11-02 14:54:38.659853,failed
131,563.0,8943.65,dep0sit,2025-01-24 14:54:38.659853,f@iled
132,148.0,40003.99,dep0sit,,success
133,108.0,46283.12,withdraal,2024-09-16 14:54:38.659853,failed
134,403.0,27577.23,dep0sit,2024-11-29 14:54:38.659853,f@iled
135,194.0,24969.59,withdraal,2024-12-16 14:54:38.659853,failed
136,317.0,15464.8,withdraal,2024-11-22 14:54:38.659853,pending
137,239.0,15347.92,withdrawal,2024-10-20 14:54:38.659853,failed
138,556.0,33708.03,deposit,2024-09-01 14:54:38.659853,succes
139,,32058.2,deposit,2024-09-01 14:54:38.659853,pending
140,491.0,40813.65,p@yment,2025-01-24 14:54:38.659853,succes
141,482.0,9129.63,withdrawal,2024-09-09 14:54:38.659853,pendng
142,404.0,43896.5,deposit,2024-12-27 14:54:38.659853,succes
143,175.0,47332.79,deposit,2024-09-17 14:54:38.659853,succes
144,599.0,46003.26,deposit,2024-09-22 14:54:38.659853,failed
145,376.0,15321.29,payment,2024-08-24 14:54:38.659853,success
146,291.0,13911.1,withdrawal,2024-11-13 14:54:38.659853,success
147,553.0,11710.14,withdraal,2025-02-12 14:54:38.659853,failed
148,247.0,30678.67,deposit,2025-02-11 14:54:38.659853,success
149,200.0,19542.72,p@yment,2024-12-25 14:54:38.659853,f@iled
150,469.0,22874.25,payment,2025-01-28 14:54:38.659853,failed
151,587.0,15814.7,withdraal,2024-08-17 14:54:38.659853,success
152,252.0,22103.82,withdrawal,2024-08-24 14:54:38.659853,f@iled
153,146.0,47411.69,withdraal,2025-01-29 14:54:38.659853,succes
154,560.0,31983.25,p@yment,2024-09-26 14:54:38.659853,pendng
155,394.0,12744.26,withdrawal,2024-08-18 14:54:38.659853,succes
156,,43291.52,deposit,2024-12-15 14:54:38.659853,pendng
157,559.0,30917.8,dep0sit,2024-11-13 14:54:38.659853,f@iled
158,202.0,24683.29,p@yment,2025-01-15 14:54:38.659853,succes
159,313.0,37005.92,dep0sit,2024-11-04 14:54:38.659853,f@iled
160,136.0,12677.45,deposit,2024-12-30 14:54:38.659853,success
161,282.0,24792.57,p@yment,2024-09-14 14:54:38.659853,succes
162,319.0,17339.59,payment,2024-11-23 14:54:38.659853,pending
163,319.0,38505.54,deposit,2024-11-20 14:54:38.659853,pending
164,587.0,1508.41,p@yment,2025-02-12 14:54:38.659853,f@iled
165,177.0,10195.31,withdrawal,2025-01-19 14:54:38.659853,pending
166,486.0,37201.82,p@yment,2024-11-08 14:54:38.659853,pending
167,567.0,48389.86,p@yment,2024-09-06 14:54:38.659853,f@iled
168,349.0,22169.9,p@yment,2024-08-31 14:54:38.659853,success
169,444.0,6824.11,deposit,2024-09-28 14:54:38.659853,failed
170,474.0,27550.03,dep0sit,2024-12-11 14:54:38.659853,succes
171,124.0,9791.18,withdraal,2024-10-27 14:54:38.659853,failed
172,412.0,19564.08,payment,2024-11-04 14:54:38.659853,failed
173,271.0,41065.34,p@yment,2024-10-17 14:54:38.659853,success
174,392.0,39127.64,withdraal,2024-12-22 14:54:38.659853,pendng
175,198.0,0.0,withdrawal,2024-12-09 14:54:38.659853,pendng
176,166.0,5222.06,dep0sit,2024-10-17 14:54:38.659853,f@iled
177,126.0,6992.8,payment,2024-09-12 14:54:38.659853,pendng
178,401.0,15354.29,payment,2024-12-27 14:54:38.659853,succes
179,329.0,8219.95,dep0sit,2024-09-14 14:54:38.659853,failed
180,529.0,18405.46,payment,2024-10-17 14:54:38.659853,succes
181,163.0,29751.76,withdraal,2024-10-02 14:54:38.659853,succes
182,297.0,11182.0,deposit,2025-01-29 14:54:38.659853,pending
183,299.0,11685.32,withdraal,2024-12-17 14:54:38.659853,failed
184,504.0,27300.9,deposit,2024-10-29 14:54:38.659853,pending
185,151.0,46010.21,dep0sit,2024-09-26 14:54:38.659853,pendng
186,557.0,12867.16,p@yment,2024-10-31 14:54:38.659853,success
187,565.0,17496.76,withdrawal,2024-08-23 14:54:38.659853,failed
188,341.0,45193.45,p@yment,2024-11-24 14:54:38.659853,f@iled
189,548.0,30306.01,withdraal,2024-11-05 14:54:38.659853,f@iled
190,479.0,46903.85,withdrawal,2024-12-07 14:54:38.659853,failed
191,196.0,35240.27,withdraal,2024-10-15 14:54:38.659853,failed
192,383.0,12844.62,deposit,2024-11-23 14:54:38.659853,success
193,205.0,28908.7,withdraal,2024-10-19 14:54:38.659853,f@iled
194,230.0,45597.33,withdrawal,2024-11-08 14:54:38.659853,success
195,594.0,5100.85,dep0sit,2025-02-08 14:54:38.659853,pendng
196,267.0,36439.68,deposit,2024-08-27 14:54:38.659853,f@iled
197,138.0,32863.49,dep0sit,2024-09-14 14:54:38.659853,succes
198,190.0,44027.99,withdrawal,2024-11-24 14:54:38.659853,pendng
199,342.0,18696.19,p@yment,2024-09-21 14:54:38.659853,f@iled
200,550.0,15474.51,dep0sit,2024-11-15 14:54:38.659853,success
201,161.0,39583.68,payment,2024-08-17 14:54:38.659853,failed
202,222.0,48869.19,payment,2024-12-13 14:54:38.659853,failed
203,332.0,17048.02,deposit,2024-11-16 14:54:38.659853,pendng
204,,29393.54,p@yment,2024-10-18 14:54:38.659853,succes
205,271.0,31425.68,payment,2024-11-11 14:54:38.659853,pendng
206,102.0,45532.17,p@yment,,failed
207,284.0,11293.49,withdrawal,2025-01-15 14:54:38.659853,f@iled
208,277.0,,dep0sit,2024-12-24 14:54:38.659853,pending
209,454.0,39082.23,withdraal,2024-09-05 14:54:38.659853,failed
210,436.0,33420.59,withdrawal,2024-09-15 14:54:38.659853,pendng
211,226.0,33987.97,p@yment,2025-02-06 14:54:38.659853,pendng
212,395.0,39630.88,dep0sit,2024-09-24 14:54:38.659853,pending
213,335.0,49846.95,deposit,2024-10-31 14:54:38.659853,success
214,374.0,17641.5,payment,2024-11-19 14:54:38.659853,failed
215,574.0,46014.61,payment,2024-09-05 14:54:38.659853,succes
216,586.0,1670.68,payment,2024-08-21 14:54:38.659853,success
217,421.0,15578.32,withdraal,2024-12-27 14:54:38.659853,f@iled
218,211.0,29696.87,p@yment,2024-11-03 14:54:38.659853,failed
219,525.0,27239.87,withdrawal,2024-08-19 14:54:38.659853,failed
220,179.0,48823.2,p@yment,2024-10-21 14:54:38.659853,pending
221,347.0,9946.57,dep0sit,2024-12-18 14:54:38.659853,succes
222,458.0,23841.94,deposit,2024-11-01 14:54:38.659853,succes
223,351.0,4391.87,withdraal,2025-01-03 14:54:38.659853,failed
224,267.0,7066.26,payment,2024-12-12 14:54:38.659853,pending
